"conc_group","filter_ok_unter_gok","HA","kf_bez","gwn_mean","sand_depth_weighted_mean","corg_gehalt_depth_weighted_mean","Makroporen_rounded","area_sentinel_id_14","area_sentinel_id_16"
"2",5.5,"P","2",218.306854248047,92.8125,0.774,"1",275.599915844699,22232.6100712021
"2",7,"P","2",84.7331848144531,55.04067,1.634,"2",240625.54047599,69498.2233997745
"1",19,"P","2",170.821426391602,92.8125,0.8686,"1",0,151026.595629267
"1",30.61,"P","2",45.495002746582,72.378175,1.376,"1",17.8317211287019,3197.39584435398
"2",40,"K","2",126.320686340332,17.81175,6.063,"1",26107.5404868616,56117.5382557946
"1",15,"P","2",144.566162109375,92.8125,1.118,"1",0,96614.7240412198
"2",6.5,"K","2",123.540542602539,54.34504,3.053,"1",8292.86155203978,16943.1386445649
"2",9.2,"P","2",184.233139038086,92.8125,1.0664,"1",3486.10429378847,39692.3782133564
"2",3,"P","2",211.036468505859,92.8125,0.774,"1",801.04678409795,278066.254985902
"2",18.55,"K","2",106.370506286621,15.04934,1.118,"2",446138.843799748,23393.8734044258
"1",35,"P","2",120.93962097168,13.10458,1.548,"1",0,167166.28037829
"1",4.4,"P","3",212.519256591797,34.440725,1.677,"2",0,77322.6239340021
"2",3.49,"P","2",155.756927490234,69.72505,1.548,"2",79473.5254733823,475509.100354654
"1",15.3,"P","2",54.6078567504883,55.67504,1.032,"2",0,3466.66666666667
"2",2.51,"P","2",177.475830078125,25.8938,5.16,"2",5733.33333333333,3300
"2",16,"K","1",170.300628662109,54.34504,3.053,"1",0,100
"1",37,"P","2",97.6433868408203,88.882825,0.645,"1",0,100
"1",9,"P","2",42.1652183532715,86.95315,0.516,"1",233.333333333333,3700
"1",15,"K","2",20.9139823913574,14.21438,3.44,"2",456510.629829171,71141.1304135108
"1",27.85,"P","2",89.4698333740234,77.0938,2.8638,"1",59490.5781532201,36070.2758699733
"2",11.6,"P","2",100.930290222168,46.65558,0.86,"2",0,1933.33333333333
"1",8,"K","1",114.605804443359,86.64376,1.032,"1",0,14566.6666666667
"2",9.5,"P","2",177.260238647461,86.601589,0.9718,"1",32143.2620742048,115014.074803314
"1",16,"P","2",76.012321472168,66.5625,0.989,"2",0,0
"2",11,"P","2",103.464019775391,15.8843,2.666,"2",207057.03449733,136668.907435708
"1",11,"P","2",227.981414794922,92.8125,1.763,"1",5833.33333333333,222246.065616404
"2",12,"K","1",131.981216430664,76.576914,1.4018,"1",0,15366.6666666667
"1",14,"P","2",190.109985351562,92.8125,0.774,"1",25825.9810861278,12587.2128890206
"1",4.5,"P","3",258.386260986328,53.33288,2.451,"1",100,9767.87177125613
"2",7,"K/Ka","2",60.0927200317383,9.5715312,6.45,"1",56745.8838010207,20346.7476293755
"1",4.22,"P","2",97.7166595458984,46.94383,1.505,"2",0,8366.66666666667
"2",16,"K","1",22.0268630981445,14.054969,2.2704,"2",0,22788.8018980622
"1",70,"P","3",254.273513793945,19.74599,2.666,"2",33183.630161488,14846.9850040041
"1",6.2,"P","2",115.752784729004,92.8125,1.892,"1",0,4066.66666666667
"2",5,"P","2",97.9779205322266,13.1011,4.902,"2",30257.6598239442,37871.53769151
"1",44.5,"P","2",101.285453796387,54.80008,0.86,"1",111233.333333333,3900
"1",8.4,"K","1",134.046447753906,15.88649,0.774,"2",62051.9795987367,24384.7512580988
"1",4,"P","2",51.6310997009277,92.8125,2.236,"1",0,3466.66666666667
"2",2.6,"P","2",116.009582519531,85.78128,3.096,"1",2992.56775071844,57300.9814141017
"1",17.5,"K","2",96.6491928100586,66.5625,2.15,"2",0,111852.076339735
"1",7.3,"P","2",21.09299659729,84.023475,1.29,"1",0,7866.66666666667
"1",5,"P","2",232.558883666992,13.1011,4.902,"2",0,54539.6218451671
"1",7.43,"P","2",34.9308815002441,92.8125,2.408,"1",15749.9295069185,35877.6330877716
"2",16.4,"K","2",118.755485534668,83.38128,0.215,"1",0,7666.66666666667
"2",10.4,"P","2",93.6222686767578,56.846915,3.354,"2",56067.9386364917,271330.880602941
"1",1.1,"P","2",194.132247924805,38.700085,9.159,"2",0,38726.4284372951
"1",25,"P","3",253.432250976562,53.33288,2.451,"1",0,4518.39843407118
"1",22.87,"P","2",482.52783203125,42.90635,3.999,"1",0,2100
"1",6.7,"P","2",154.690063476562,69.72505,1.548,"2",15378.7681051452,23300
"1",28,"P","2",197.637771606445,92.8125,0.5246,"1",1666.66666666667,31366.6666666667
"1",5.62,"P","2",54.2645530700684,71.831295,2.279,"2",0,3.04048986484607
"1",8,"P","2",256.295471191406,92.8125,0.774,"1",16963.852127993,20933.3333333333
"1",51.5,"K","2",99.2141494750977,39.93601,1.419,"1",0,9766.66666666667
"1",2,"P","2",70.1342849731445,92.8125,0.774,"1",0,20408.3540039137
"1",14,"K","1",124.244995117188,58.225025,5.16,"2",966.666666666667,21678.9331834996
"1",22.3,"P","2",156.061050415039,86.52502,0.774,"1",0,9222.96417657732
"1",4,"P","2",173.73991394043,23.25005,2.3822,"1",1208.72297464836,33.3333333333333
"1",11.15,"P","2",72.1879196166992,72.378175,1.376,"1",33.3333333333333,69573.2823593154
"1",13,"K","1",116.804351806641,54.01102,1.548,"2",0,12066.6666666667
"1",2.5,"P","2",199.264236450195,74.08754,1.548,"1",143400.652307229,59416.2658208646
"2",6.3,"K/Ka","2",51.6995010375977,22.5938,2.236,"1",66042.3893111413,80515.5832971679
"1",10,"K/P","2",106.522369384766,92.8125,2.6316,"1",0,333.333333333333
"1",26,"P","2",83.7482986450195,65.5313,2.967,"1",0,44417.2315463424
"2",12.53,"P","2",105.497291564941,92.8125,1.0664,"1",0,11.5109731753667
"1",7,"P","2",178.486068725586,89.7375,0.946,"1",0,13695.0467616649
"1",57,"P","2",35.4812049865723,86.95315,0.946,"1",266.666666666667,38257.5660390061
"1",10,"P","2",143.643920898438,84.95315,0.946,"1",0,17956.9960266352
"1",4.2,"P","2",102.54524230957,21.64453,2.838,"2",9033.33333333333,31573.0718024337
"1",28,"K","2",85.71435546875,21.72746,1.032,"3",8100,30508.5954609637
"1",8.2,"P","3",152.46418762207,60.47505,1.548,"2",0,3333.33333333333
"2",4.2,"P","2",181.586395263672,82.06253,0.774,"1",22000,254647.71621743
"1",13.5,"K","1",79.3465347290039,26.08095,2.58,"1",33.3333333333333,8320.13789614042
"1",15.4,"P","2",148.649642944336,92.8125,1.892,"1",4700,36698.5842385407
"2",32.1,"P","2",50.0341491699219,82.2844,0.774,"1",192972.061332859,1539.23162279874
"1",3.5,"P","2",77.9382553100586,54.87505,1.806,"2",58023.492040198,0
"2",19.3,"P","3",185.118591308594,60.47505,1.548,"2",0,863800.825005695
"2",7.4,"P","2",176.93244934082,86.52502,0.774,"1",3933.33333333333,86269.2443366327
"1",4.1,"P","2",101.755859375,92.8125,0.7826,"1",0,33.3333333333333
"1",9.5,"P","2",63.7664642333984,92.8125,1.161,"1",75369.4320844661,55510.949082789
"1",11.1,"P","2",138.368835449219,92.8125,0.9288,"1",0,61.2662891546885
"2",7.1,"P","3",216.926971435547,18.73488,1.763,"1",13816.4920713597,26112.0270127902
"1",52,"K/Ka","2",131.634185791016,23.994495,1.6426,"1",0,14681.4002643029
"1",18,"P","2",90.3527908325195,12.9465,1.548,"1",0,9605.90119314535
"2",2.97,"P","2",132.154357910156,50.058831,1.935,"2",89861.9708919163,36366.6666666667
"1",9.09,"P","2",71.6868133544922,51.8469,0.344,"2",166673.632396343,13866.6666666667
"1",21,"P","2",124.557685852051,92.8125,0.774,"1",0,80825.4632123125
"1",24.9,"P","2",44.7468414306641,92.8125,2.064,"1",0,8733.33333333334
"2",6.17,"P","2",156.784255981445,82.06253,0.774,"1",22000,375391.351040492
"1",12,"K/Ka","2",190.245101928711,54.54694,1.548,"2",0,33.3333333333333
"1",5.58,"P","2",147.120620727539,80.59533,1.376,"1",2466.66666666667,10233.3333333333
"1",56.7,"K","2",109.442276000977,92.8125,2.6316,"1",0,0
"1",21,"P","2",197.755493164062,92.8125,0.8686,"1",8166.66666666667,31682.4439764644
"2",7.9,"P","2",209.807418823242,92.8125,0.5246,"1",1618.79051891447,51135.852171789
"1",36.7,"P","2",103.808792114258,92.8125,1.0664,"1",23634.1105427884,130332.590535878
"1",9.1,"P","2",54.7662582397461,46.1876,1.72,"1",54424.8155299419,11282.9415057839
"1",33.6,"P","2",69.3717727661133,92.8125,1.376,"1",5966.66666666667,4200
"1",6.7,"K","1",143.331268310547,15.41938,1.548,"2",67298.0429085282,12405.3864491483
"1",12,"P","1",49.5175170898438,86.601589,0.9718,"1",0,36936.875895275
"2",10,"K","1",142.167037963867,22.5938,2.3822,"1",0,566.666666666667
"1",8,"P","2",135.454635620117,74.237853,1.548,"1",0,6133.33333333333
"1",10,"P","2",226.18717956543,66.5625,0.989,"2",0,37675.4321563621
"1",10.2,"K","2",91.9598922729492,15.8843,2.064,"1",655967.423478787,42114.9531866113
"2",6.5,"P","3",122.663032531738,17.11544,1.548,"3",60596.8260781029,863473.60545975
"2",14.5,"P","2",214.744049072266,16.80542,1.634,"3",42477.7619259085,162905.773130105
"1",4.67999999999999,"P","2",172.615844726562,92.8125,2.064,"1",28233.3333333333,14018.7469878797
"2",5,"K/Ka","1",81.2546920776367,23.25005,2.3822,"1",30721.0434641068,5296.07109154264
"1",8.6,"K","2",131.98371887207,74.237853,1.548,"1",0,69015.3714178079
"1",7.2,"P","2",182.572326660156,19.74599,2.666,"2",0,0
"1",36.79,"P","2",50.7193489074707,68.71567,0.946,"1",0,13433.3333333333
"1",12.1,"K/Ka","2",38.9772300720215,13.658216,2.494,"2",74.2521256518861,160139.941501932
"2",14,"P","2",106.01065826416,14.4927,1.72,"2",761734.48613283,8940.92248504433
"1",20,"K","1",22.0178890228271,31.9438,1.505,"1",0,17637.2870781446
"1",7.01,"P","2",209.601150512695,92.8125,2.4854,"1",0,66.7545506109794
"2",5.25,"P","3",119.657493591309,17.11544,1.548,"3",53466.6666666667,560022.159074417
"1",36,"K/Ka","1",84.2395095825195,31.9438,1.505,"1",0,2733.33333333333
"1",1,"P","2",228.316329956055,19.69961,3.354,"3",0,0
"1",46,"K","2",179.712142944336,92.8125,2.6316,"1",0,500
"1",4.87,"K","1",138.642623901367,65.640675,1.548,"2",0,65900.0698133682
"2",13.4,"P","2",138.171569824219,86.64376,1.032,"1",92128.6055391169,738599.674132773
"1",61,"P","2",121.494094848633,86.52502,0.774,"1",47875.1422458639,904477.722405042
"1",10,"K/Ka","1",234.724655151367,29.69186,5.719,"1",0,7734.11474377305
"1",3.21,"P","2",218.504669189453,92.8125,1.548,"1",0,3500
"1",9,"K/Ka","1",74.6967544555664,13.5289,1.806,"3",0,1166.66666666667
"2",25,"P","2",109.13550567627,85.78128,1.032,"1",0,67241.6039091639
"1",1.1,"P","2",211.738784790039,66.52503,1.892,"1",0,498347.221049666
"2",5.9,"P","3",235.91780090332,51.88757,4.859,"1",4004.59286398254,14241.5073353487
"2",51,"P","2",117.954475402832,20.66434,2.15,"3",224558.543862965,279302.210837166
"1",25,"K","1",121.178924560547,14.054969,2.2704,"2",108184.837013956,20252.9925604661
"1",28.7,"K/Ka","2",93.3296737670898,15.9589,0.645,"2",0,0
"1",32,"K","2",142.262908935547,39.93601,1.419,"1",12266.6666666667,6300
"1",25.5,"K/Ka","2",185.933074951172,22.5938,2.3822,"1",5200,47990.4127190161
"1",28,"K","1",65.7682037353516,56.37505,1.72,"2",0,333.333333333333
"1",14,"P","2",15.4245615005493,45.65005,1.548,"2",61612.4931972338,18159.926327318
"1",4.07,"P","2",70.7101440429688,92.8125,2.064,"1",0,17764.1052864492
"1",7.15,"P","3",223.400390625,19.74599,2.666,"2",0,17400
"1",50.9,"K/Ka","3",151.758987426758,45.485646,2.8036,"1",0,11244.9129533023
"1",2.2,"K","2",118.362991333008,51.35941,1.892,"1",12266.6666666667,23795.5311267326
"2",7.2,"P","3",178.884521484375,19.74599,2.666,"2",4700,110558.277669425
"1",7.3,"P","2",203.730422973633,59.68754,0.774,"1",4566.66666666667,4600
"1",2.08,"K","1",143.244079589844,72.86563,1.634,"1",8266.66666666667,19565.3537165354
"2",6.5,"P","3",160.929321289062,28.28132,3.053,"1",66.6666666666667,32541.546177119
"1",2.5,"P","2",56.1261215209961,92.8125,0.946,"1",66.6666666666667,66.6666666666667
"1",8.75,"K/P","2",71.4461059570312,23.994495,1.6426,"1",0,15200
"1",51.6,"P","2",68.963752746582,80.59533,1.376,"1",186433.333333333,7266.66666666667
"1",44,"K","1",140.940673828125,39.93601,1.419,"1",0,4400
"1",27,"K/P","2",83.9635009765625,23.994495,1.6426,"1",0,4000
"2",56.95,"K/Ka","2",173.138244628906,15.41938,2.322,"2",0,12033.3333333333
"2",1.5,"P","3",163.056747436523,31.26994,1.935,"1",1666.66666666667,7646.49956145634
"1",10,"P","2",196.597564697266,40.306627,1.548,"2",12368.0901663688,908209.772983537
"1",13.5,"K","1",106.864318847656,43.586,3.7625,"1",33.3333333333333,0
"1",5,"P","3",225.605331420898,19.74599,2.666,"2",11600,150844.995182481
"1",3.8,"P","2",79.2968597412109,31.9438,1.505,"1",0,0
"1",27,"P","2",93.4472198486328,69.4188,1.29,"1",0,2833.33333333333
"2",23,"P","2",201.851867675781,22.5938,2.15,"3",0,8277.53121256828
"2",4,"P","3",202.551330566406,20.52023,2.064,"1",11933.3333333333,40877.9356236259
"2",3.34,"P","2",33.2660827636719,52.12664,1.763,"2",64856.6015208043,2143636.98379709
"1",31,"K","2",141.239624023438,50.29695,1.9522,"1",66.6666666666667,6566.66666666667
"2",12,"P","3",245.939956665039,34.440725,1.677,"2",18173.8847360015,17481.2851940631
"1",26.32,"K/P","2",114.006729125977,18.277892,0.817,"2",50653.0036416336,1757.37373117202
"1",7,"P","2",67.1184005737305,49.72506,1.548,"2",269732.756469435,566.666666666667
"1",10,"K","2",272.558746337891,23.77055,3.526,"1",66.6666666666667,6446.01229627927
"1",17,"P","2",147.446441650391,16.255125,2.021,"2",34706.6309142237,1480.33955295881
"1",26.2,"P","2",75.0217895507812,92.8125,2.15,"1",0,9033.33333333333
"2",6.88,"P","3",166.941757202148,61.07191,2.064,"2",100149.445901096,17405.8583458711
"1",48,"P","2",91.3906784057617,92.8125,0.9288,"1",0,1279.14099122087
"2",24.4,"P","2",81.2985153198242,92.8125,1.0664,"1",0,40982.7671416686
"1",8,"P","2",82.926139831543,44.81885,3.096,"2",10741.4291047103,12600
"1",7.19,"K","1",56.9846267700195,69.69502,3.4056,"2",36800,8366.66666666667
"2",6.2,"P","3",194.842590332031,45.845405,1.548,"2",76.9108739991983,22466.6666666667
"1",9.7,"P","2",146.892990112305,74.237853,1.548,"1",30866.6666666667,23233.3333333333
"2",6,"P","2",183.44189453125,86.601589,0.9718,"1",241689.43668822,18181.3476724705
"1",32,"P","3",285.156646728516,42.90635,3.999,"1",3853.3744453763,12533.3333333333
"1",18,"P","3",188.940063476562,30.53974,0.774,"2",0,33836.8881463034
"1",23.5,"P","2",71.1826477050781,92.8125,0.946,"1",0,8966.66666666667
"1",12.1,"P","2",101.754638671875,60.40002,2.15,"2",842.85631775856,66126.779482762
"1",5,"P","2",200.879104614258,92.8125,1.72,"1",0,21200
"1",9,"P","2",117.926292419434,92.8125,0.5246,"1",4066.66666666667,10594.6780964732
"2",16,"K","2",57.9151229858398,54.34504,3.053,"1",100358.548034435,42121.8818704287
"1",66,"K/Ka","2",69.3332366943359,20.51536,1.032,"1",360.50126569656,31866.6666666667
"1",1.4,"P","2",145.367034912109,92.8125,2.4854,"1",32216.207143059,76856.7964239861
"1",64,"K/Ka","2",25.6741199493408,14.21438,3.44,"2",178650.214135629,38000
"1",18.2,"P","2",83.6751022338867,72.978175,1.376,"1",0,66682.9042755953
"1",10,"P","3",127.364227294922,60.47505,1.548,"2",0,4833.33333333333
"2",14.23,"P","2",94.0340423583984,70.648455,0.86,"2",92888.0686699461,1002234.82809046
"1",44,"P","2",95.2125625610352,86.95315,1.376,"1",0,56129.2917838941
"1",10.5,"P","2",222.159317016602,92.8125,1.032,"1",0,13566.6666666667
"2",21.5,"P","2",97.9345626831055,55.36254,1.634,"2",39700.1994159466,159708.364544961
"2",7.2,"P","2",111.125846862793,48.429715,0.989,"2",0,12768.4176877313
"1",24.3,"P","2",40.4267425537109,68.826585,1.161,"1",0,0
"1",6.4,"P","3",245.206420898438,53.33288,2.451,"1",66466.6666666667,102564.924005528
"1",11.45,"P","2",119.714393615723,38.6782,1.72,"2",50300.4207341854,8217.22398869072
"1",7,"P","2",3.35342955589294,54.80008,0.86,"1",33.3333333333333,49533.3333333333
"1",18,"P","2",136.539535522461,89.7375,0.946,"1",8766.66666666667,89674.7959111771
"2",29,"P","2",207.877349853516,85.78128,3.096,"1",0,35993.1637200217
"1",7.40000000000001,"K","1",186.594970703125,92.8125,2.064,"1",15489.689676774,166.666666666667
"1",8.7,"K/Ka","1",130.326187133789,67.05002,1.161,"1",0,14325.7780839359
"1",12.65,"P","2",82.0348815917969,86.64376,1.032,"1",16583.9028347051,35972.847894812
"1",8.2,"P","2",50.7050399780273,92.8125,0.9288,"1",0,0
"2",1,"P","3",174.758117675781,28.28132,3.053,"1",0,13500
"1",2.55,"P","2",204.179306030273,92.8125,1.806,"1",6266.66666666667,864.926103750865
"1",2.6,"P","2",20.2697334289551,12.9465,4.171,"2",216745.644911626,13966.6666666667
"1",2.38,"P","2",143.086303710938,46.1876,2.15,"2",33.3333333333333,12081.0748801489
"1",34.2,"P","2",68.534782409668,69.67502,1.548,"1",22166.0352226337,17443.4482548172
"1",6,"P","2",0.170234560966492,86.95315,3.268,"1",0,2911.6160541152
"1",10.7,"P","2",115.93968963623,46.94383,1.505,"2",0,0
"1",6.24,"P","2",126.465507507324,15.04934,1.118,"2",0,99008.882474455
"2",20.24,"K","1",86.3847427368164,14.4154,1.032,"1",92627.9140595817,4000
"1",7,"P","2",143.765167236328,86.601589,0.9718,"1",42173.7438730862,22365.9881810347
"1",5.08,"P","2",82.2443237304688,84.95315,3.01,"1",0,21666.6666666667
"1",8,"K","2",31.7617835998535,14.21438,3.44,"2",258848.387445833,30666.6666666667
"1",3,"P","2",128.848159790039,13.10458,1.548,"1",0,109.539444146988
"2",9.5,"P","2",164.242202758789,31.26994,1.935,"1",6119.63054887795,0
"2",1.9,"P","3",211.284271240234,51.88757,4.859,"1",43569.0564634278,3366.66666666667
"1",7,"P","2",53.8349647521973,86.95315,3.268,"1",0,47083.3324934666
"1",7,"P","2",68.0825653076172,49.72506,1.548,"2",51368.669141666,35260.1270285125
"1",5,"P","2",62.4471969604492,86.95315,1.376,"1",0,22719.4434482294
"1",10.1,"P","2",170.995971679688,92.8125,0.774,"1",0,391022.248012911
"2",16.9,"P","2",36.1124725341797,86.64376,1.032,"1",0,875.570174495806
"2",11,"P","2",164.288681030273,92.8125,0.8686,"1",33261.9820535183,36707.1019865491
"1",13.2,"P","2",157.492248535156,84.95315,3.01,"1",0,10249.0046641479
"2",4.53999999999999,"P","2",133.28352355957,74.237853,1.548,"1",2900,2966.66666666667
"2",7.2,"P","3",204.263824462891,26.55632,1.72,"1",2082.41146902243,2021.64165843278
"1",11,"K","1",73.6701583862305,21.4186230769231,3.44,"1",0,33.3333333333333
"1",4.09999999999997,"K","1",56.42041015625,35.57039,1.333,"1",0,36293.8374150171
"1",57,"P","3",246.203994750977,33.5938,1.548,"2",2800,31087.2902835031
"1",38,"K","2",164.868911743164,22.5001,10.32,"1",55838.6539439632,72047.2276780289
"1",2.11,"P","2",152.613540649414,85.78128,0.774,"1",0,33.3333333333333
"1",5,"P","2",86.4913024902344,92.8125,2.408,"1",0,67133.3333333333
"1",10,"P","1",115.281425476074,85.78128,1.032,"1",0,25537.9324980701
"1",14.06,"P","2",51.5119094848633,55.67504,1.032,"2",0,10794.9790576007
"1",13.9,"K","1",116.590957641602,14.054969,2.2704,"2",13655.5273194796,301.359688964051
"1",4.37,"P","2",135.994522094727,62.0625,1.29,"2",66507.4536556844,13140.1454205314
"1",8.8,"K/Ka","2",99.114616394043,13.727677,3.354,"2",0,16094.3211871122
"2",3,"K","2",62.5955696105957,47.200055,1.806,"1",3033.1601549881,52840.7813209308
"2",13.25,"P","3",175.899551391602,19.74599,2.666,"2",1242.09550563246,1421185.93314444
"2",10.9,"P","2",98.1760787963867,82.2844,0.774,"1",4059.11284156803,146.297281980515
"1",10.28,"P","2",164.150436401367,22.84962,2.838,"3",368924.575848398,528922.741612467
"2",7,"P","2",152.684188842773,92.8125,0.5246,"1",78200,15646.0365240268
"1",38.3,"P","2",128.211303710938,78.0938,0.645,"1",416.452502893905,49561.4356947939
"2",13,"P","2",135.784072875977,92.8125,2.064,"1",5566.66666666667,156921.731282454
"1",9.6,"P","2",109.782318115234,78.66567,1.548,"1",160175.262365401,26224.1942540066
"1",2.5,"P","2",71.4729766845703,12.9465,1.548,"1",0,14938.4435246922
"1",8,"P","2",56.2837715148926,90.46876,1.118,"1",0,33966.6666666667
"2",25,"K/Ka","1",76.1715621948242,15.88649,0.774,"2",123040.97198924,24739.5923232247
"1",5,"P","2",77.4561538696289,80.59533,1.376,"1",0,5100
"2",10.85,"P","3",208.786682128906,54.37193,1.548,"2",0,8666.66666666667
"1",5,"P","2",212.212677001953,66.5625,0.989,"2",0,23133.3333333333
"1",22.15,"P","2",197.589279174805,54.8813,0.86,"2",0,0
"1",3.1,"P","2",90.5248260498047,86.95315,0.946,"1",706.97034286956,12933.3333333333
"1",6.84,"P","1",88.2931442260742,46.94383,1.505,"2",33.3333333333333,33.3333333333333
"1",4,"K/Ka","2",132.958038330078,22.5938,2.236,"1",4100,9947.43101994391
"1",11,"P","2",162.082534790039,92.8125,0.8686,"1",1719.24566091426,26869.7374502061
"2",4.25,"P","3",171.7978515625,15.1885,3.612,"2",20047.6373046913,2542.23153689236
"1",39,"P","2",145.239959716797,40.306627,1.548,"2",25406.3426006872,1131152.66266339
